G1, Most Important Index: G25, Top 3 Important Indices: ['G25' 'G50' 'G87'], MSE: 0.00156638214922, Data Var: 0.00241125334881
G67, Most Important Index: G4, Top 3 Important Indices: ['G4' 'G66' 'G12'], MSE: 0.00698706995078, Data Var: 0.00690156262028
G69, Most Important Index: G68, Top 3 Important Indices: ['G68' 'G30' 'G94'], MSE: 0.010226981747, Data Var: 0.013613916388
G72, Most Important Index: G70, Top 3 Important Indices: ['G70' 'G77' 'G89'], MSE: 0.000673049818414, Data Var: 0.0136887064621
G73, Most Important Index: G89, Top 3 Important Indices: ['G89' 'G70' 'G72'], MSE: 0.000300840531416, Data Var: 0.0111280152065
G75, Most Important Index: G4, Top 3 Important Indices: ['G4' 'G8' 'G12'], MSE: 0.00396144484971, Data Var: 0.00649454229799
G82, Most Important Index: G38, Top 3 Important Indices: ['G38' 'G34' 'G87'], MSE: 0.00801186553492, Data Var: 0.00788241677225
G85, Most Important Index: G48, Top 3 Important Indices: ['G48' 'G51' 'G45'], MSE: 0.00466572959689, Data Var: 0.00425657411357
G87, Most Important Index: G22, Top 3 Important Indices: ['G22' 'G50' 'G38'], MSE: 0.000611300251335, Data Var: 0.000460341544902
G92, Most Important Index: G94, Top 3 Important Indices: ['G94' 'G68' 'G8'], MSE: 0.00450063772365, Data Var: 0.00456133883919
G99, Most Important Index: G85, Top 3 Important Indices: ['G85' 'G48' 'G55'], MSE: 0.0068261084629, Data Var: 0.00647095102618
G5, Most Important Index: G42, Top 3 Important Indices: ['G42' 'G51' 'G36'], MSE: 0.00326772368892, Data Var: 0.00308236111461
G26, Most Important Index: G5, Top 3 Important Indices: ['G5' 'G90' 'G42'], MSE: 0.00447815339945, Data Var: 0.00414823050658
G36, Most Important Index: G5, Top 3 Important Indices: ['G5' 'G51' 'G42'], MSE: 0.00445665607931, Data Var: 0.00431006611474
G40, Most Important Index: G90, Top 3 Important Indices: ['G90' 'G42' 'G5'], MSE: 0.010572379318, Data Var: 0.00953199041499
G42, Most Important Index: G5, Top 3 Important Indices: ['G5' 'G90' 'G45'], MSE: 0.00276978575806, Data Var: 0.00270346628748
G43, Most Important Index: G42, Top 3 Important Indices: ['G42' 'G90' 'G45'], MSE: 0.00736563539162, Data Var: 0.00651510165181
G46, Most Important Index: G42, Top 3 Important Indices: ['G42' 'G90' 'G45'], MSE: 0.00502378107325, Data Var: 0.00464447711979
G83, Most Important Index: G42, Top 3 Important Indices: ['G42' 'G90' 'G45'], MSE: 0.00463235776438, Data Var: 0.00402158866723
G90, Most Important Index: G42, Top 3 Important Indices: ['G42' 'G5' 'G45'], MSE: 0.00339643241513, Data Var: 0.00224607143298
G91, Most Important Index: G42, Top 3 Important Indices: ['G42' 'G90' 'G26'], MSE: 0.00927954641486, Data Var: 0.0077162154985
G93, Most Important Index: G90, Top 3 Important Indices: ['G90' 'G42' 'G45'], MSE: 0.00453033145643, Data Var: 0.00420414142082
G96, Most Important Index: G90, Top 3 Important Indices: ['G90' 'G42' 'G36'], MSE: 0.0050894201421, Data Var: 0.00445473851476
G98, Most Important Index: G42, Top 3 Important Indices: ['G42' 'G90' 'G45'], MSE: 0.00493930412889, Data Var: 0.00406978431868
G100, Most Important Index: G90, Top 3 Important Indices: ['G90' 'G42' 'G45'], MSE: 0.017843997099, Data Var: 0.0179490546159
G2, Most Important Index: G97, Top 3 Important Indices: ['G97' 'G57' 'G58'], MSE: 0.00135340734333, Data Var: 0.00114312167631
G3, Most Important Index: G18, Top 3 Important Indices: ['G18' 'G55' 'G44'], MSE: 0.0150496447063, Data Var: 0.0132005566156
G4, Most Important Index: G12, Top 3 Important Indices: ['G12' 'G75' 'G66'], MSE: 0.00239720748528, Data Var: 0.00257109131913
G6, Most Important Index: G39, Top 3 Important Indices: ['G39' 'G21' 'G13'], MSE: 0.000172289487991, Data Var: 0.000169897376779
G7, Most Important Index: G42, Top 3 Important Indices: ['G42' 'G90' 'G45'], MSE: 0.00578823346513, Data Var: 0.00481029364619
G8, Most Important Index: G94, Top 3 Important Indices: ['G94' 'G4' 'G92'], MSE: 0.00645435448573, Data Var: 0.00295631223519
G9, Most Important Index: G15, Top 3 Important Indices: ['G15' 'G32' 'G11'], MSE: 6.50713456722e-05, Data Var: 4.60498894523e-05
G11, Most Important Index: G9, Top 3 Important Indices: ['G9' 'G32' 'G15'], MSE: 0.00011640551094, Data Var: 0.000102178388986
G12, Most Important Index: G4, Top 3 Important Indices: ['G4' 'G66' 'G28'], MSE: 0.00333145006601, Data Var: 0.00284416930471
G13, Most Important Index: G21, Top 3 Important Indices: ['G21' 'G32' 'G6'], MSE: 0.000249240374854, Data Var: 0.000235149381701
G14, Most Important Index: G9, Top 3 Important Indices: ['G9' 'G32' 'G11'], MSE: 0.000195277164029, Data Var: 0.000191183559841
G16, Most Important Index: G38, Top 3 Important Indices: ['G38' 'G34' 'G87'], MSE: 0.0010125664901, Data Var: 0.000949834879588
G17, Most Important Index: G4, Top 3 Important Indices: ['G4' 'G66' 'G12'], MSE: 0.00628347099454, Data Var: 0.00664188874149
G18, Most Important Index: G44, Top 3 Important Indices: ['G44' 'G55' 'G30'], MSE: 0.00293173932992, Data Var: 0.00269820913403
G19, Most Important Index: G39, Top 3 Important Indices: ['G39' 'G6' 'G13'], MSE: 0.000440067342987, Data Var: 0.000373638215065
G20, Most Important Index: G15, Top 3 Important Indices: ['G15' 'G32' 'G9'], MSE: 3.35804627425e-05, Data Var: 3.01075112594e-05
G21, Most Important Index: G6, Top 3 Important Indices: ['G6' 'G80' 'G13'], MSE: 0.000210890220869, Data Var: 0.000180469045723
G22, Most Important Index: G50, Top 3 Important Indices: ['G50' 'G87' 'G1'], MSE: 0.00141893461817, Data Var: 0.00116258910736
G24, Most Important Index: G25, Top 3 Important Indices: ['G25' 'G23' 'G29'], MSE: 0.00208895538351, Data Var: 0.0104970645808
G27, Most Important Index: G30, Top 3 Important Indices: ['G30' 'G8' 'G94'], MSE: 0.0101743109748, Data Var: 0.00916467210125
G28, Most Important Index: G4, Top 3 Important Indices: ['G4' 'G66' 'G12'], MSE: 0.00381478572731, Data Var: 0.00387724626664
G29, Most Important Index: G71, Top 3 Important Indices: ['G71' 'G25' 'G24'], MSE: 0.00129068586783, Data Var: 0.00552832664481
G30, Most Important Index: G94, Top 3 Important Indices: ['G94' 'G8' 'G95'], MSE: 0.00319763811995, Data Var: 0.00264966257605
G31, Most Important Index: G33, Top 3 Important Indices: ['G33' 'G86' 'G22'], MSE: 0.00375058061357, Data Var: 0.00413164101454
G32, Most Important Index: G9, Top 3 Important Indices: ['G9' 'G61' 'G11'], MSE: 0.000109136674739, Data Var: 0.000103880334189
G33, Most Important Index: G86, Top 3 Important Indices: ['G86' 'G58' 'G2'], MSE: 0.00175407970545, Data Var: 0.00180865374744
G34, Most Important Index: G38, Top 3 Important Indices: ['G38' 'G88' 'G87'], MSE: 0.00149716059422, Data Var: 0.00127860679699
G35, Most Important Index: G90, Top 3 Important Indices: ['G90' 'G43' 'G26'], MSE: 0.0213150454816, Data Var: 0.00416106292812
G39, Most Important Index: G19, Top 3 Important Indices: ['G19' 'G41' 'G6'], MSE: 0.000363067284921, Data Var: 0.000236484926471
G41, Most Important Index: G6, Top 3 Important Indices: ['G6' 'G39' 'G21'], MSE: 0.000425598608889, Data Var: 0.00041201570117
G47, Most Important Index: G51, Top 3 Important Indices: ['G51' 'G45' 'G85'], MSE: 0.00769402352973, Data Var: 0.00726370917698
G48, Most Important Index: G85, Top 3 Important Indices: ['G85' 'G51' 'G45'], MSE: 0.00366032357156, Data Var: 0.00456200753324
G49, Most Important Index: G94, Top 3 Important Indices: ['G94' 'G92' 'G8'], MSE: 0.00771866753192, Data Var: 0.00711395553432
G50, Most Important Index: G22, Top 3 Important Indices: ['G22' 'G84' 'G87'], MSE: 0.00136395265335, Data Var: 0.00121665165658
G51, Most Important Index: G42, Top 3 Important Indices: ['G42' 'G45' 'G5'], MSE: 0.00354846244981, Data Var: 0.00306305686642
G52, Most Important Index: G90, Top 3 Important Indices: ['G90' 'G42' 'G5'], MSE: 0.00427001307753, Data Var: 0.00395636974602
G53, Most Important Index: G94, Top 3 Important Indices: ['G94' 'G92' 'G8'], MSE: 0.00827126606593, Data Var: 0.00795392180879
G56, Most Important Index: G4, Top 3 Important Indices: ['G4' 'G62' 'G28'], MSE: 0.00735873158001, Data Var: 0.00589945752531
G58, Most Important Index: G2, Top 3 Important Indices: ['G2' 'G57' 'G97'], MSE: 0.00163567180354, Data Var: 0.00161737147437
G59, Most Important Index: G88, Top 3 Important Indices: ['G88' 'G38' 'G16'], MSE: 0.00106256129152, Data Var: 0.00152782986223
G60, Most Important Index: G2, Top 3 Important Indices: ['G2' 'G58' 'G97'], MSE: 0.00487810400125, Data Var: 0.00705968023683
G61, Most Important Index: G80, Top 3 Important Indices: ['G80' 'G13' 'G11'], MSE: 0.000767703097543, Data Var: 0.000360768898041
G68, Most Important Index: G8, Top 3 Important Indices: ['G8' 'G64' 'G94'], MSE: 0.0081247561001, Data Var: 0.00563136771343
G70, Most Important Index: G77, Top 3 Important Indices: ['G77' 'G72' 'G89'], MSE: 0.000197963329557, Data Var: 0.0112783051127
G71, Most Important Index: G29, Top 3 Important Indices: ['G29' 'G25' 'G23'], MSE: 0.000876754038155, Data Var: 0.00531182753715
G74, Most Important Index: G89, Top 3 Important Indices: ['G89' 'G77' 'G73'], MSE: 0.00108829989658, Data Var: 0.0115592393073
G76, Most Important Index: G37, Top 3 Important Indices: ['G37' 'G47' 'G36'], MSE: 0.00292443155004, Data Var: 0.0141825644753
G77, Most Important Index: G70, Top 3 Important Indices: ['G70' 'G72' 'G89'], MSE: 0.000314166794923, Data Var: 0.00711068263541
G78, Most Important Index: G38, Top 3 Important Indices: ['G38' 'G88' 'G16'], MSE: 0.00174528724762, Data Var: 0.00182378194636
G79, Most Important Index: G87, Top 3 Important Indices: ['G87' 'G50' 'G22'], MSE: 0.00398746133757, Data Var: 0.00398217666631
G80, Most Important Index: G32, Top 3 Important Indices: ['G32' 'G14' 'G11'], MSE: 0.000259643627763, Data Var: 0.00025403246829
G81, Most Important Index: G4, Top 3 Important Indices: ['G4' 'G8' 'G12'], MSE: 0.00805760362176, Data Var: 0.00754617859078
G84, Most Important Index: G50, Top 3 Important Indices: ['G50' 'G22' 'G87'], MSE: 0.00239629024506, Data Var: 0.00229194161807
G86, Most Important Index: G33, Top 3 Important Indices: ['G33' 'G84' 'G2'], MSE: 0.00140125508148, Data Var: 0.00158953307425
G88, Most Important Index: G19, Top 3 Important Indices: ['G19' 'G39' 'G6'], MSE: 0.000931674907761, Data Var: 0.000751322002274
G89, Most Important Index: G73, Top 3 Important Indices: ['G73' 'G72' 'G24'], MSE: 0.00021678352341, Data Var: 0.00963764631375
G94, Most Important Index: G8, Top 3 Important Indices: ['G8' 'G30' 'G95'], MSE: 0.00201854019753, Data Var: 0.00217778972077
G95, Most Important Index: G30, Top 3 Important Indices: ['G30' 'G64' 'G94'], MSE: 0.00403760036741, Data Var: 0.00380519774461
G97, Most Important Index: G2, Top 3 Important Indices: ['G2' 'G57' 'G54'], MSE: 0.0014283136009, Data Var: 0.00132057721389
Avg Mean Sq Error: 0.00380835362285, Test Data Variance: 0.00458654629857
Model parameters: {'loss': 'linear', 'base_estimator__min_samples_split': 2, 'base_estimator__max_depth': 5, 'learning_rate': 1.0, 'base_estimator': DecisionTreeRegressor(criterion='mse', max_depth=5, max_features=None,
           max_leaf_nodes=None, min_impurity_decrease=0.0,
           min_impurity_split=None, min_samples_leaf=1,
           min_samples_split=2, min_weight_fraction_leaf=0.0,
           presort=False, random_state=None, splitter='best'), 'base_estimator__criterion': 'mse', 'base_estimator__max_features': None, 'base_estimator__random_state': None, 'n_estimators': 200, 'base_estimator__min_weight_fraction_leaf': 0.0, 'random_state': None, 'base_estimator__splitter': 'best', 'base_estimator__min_impurity_decrease': 0.0, 'base_estimator__max_leaf_nodes': None, 'base_estimator__min_samples_leaf': 1, 'base_estimator__presort': False, 'base_estimator__min_impurity_split': None}
